route,month,total_boardings,avg_weekday_boardings
B1,2024-09,2191,104
B1,2024-10,44616,1588
B1,2024-11,54255,2187
B1,2024-12,64287,2148
B1,2025-01,63288,2132
B1,2025-02,63102,1792
B1,2025-03,29615,1276
B1,2025-04,45018,1781
B1,2025-05,37599,1472
B1,2025-06,32827,1349
B1,2025-07,31562,964
B1,2025-08,29839,745
B1,2025-09,62999,2446
B1,2025-10,61651,2383
B1,2025-11,61904,2423
B1,2025-12,77736,2570
B1,2026-01,95172,3459
B1,2026-02,71962,2832
B1,2026-03,59003,2260
B1,2026-04,63413,2418
B1,2026-05,46746,1893
B1,2026-06,68976,2493
B100,2024-09,5183,247
B100,2024-10,113351,4556
B100,2024-11,97537,4222
B100,2024-12,86424,3522
B100,2025-01,99485,4035
B100,2025-02,86709,4010
B100,2025-03,99798,4182
B100,2025-04,106453,4456
B100,2025-05,114136,4678
B100,2025-06,93582,3990
B100,2025-07,89654,3513
B100,2025-08,79717,3273
B100,2025-09,94122,3876
B100,2025-10,97976,3819
B100,2025-11,81942,3672
B100,2025-12,92427,3727
B100,2026-01,88840,3766
B100,2026-02,71955,3313
B100,2026-03,99648,4169
B100,2026-04,87496,3623
B100,2026-05,99935,4335
B100,2026-06,95307,3902
B102,2026-02,19920,0
B103,2024-09,13568,646
B103,2024-10,342182,12519
B103,2024-11,292509,11142
B103,2024-12,271698,10021
B103,2025-01,277464,10105
B103,2025-02,264031,10941
B103,2025-03,316508,12147
B103,2025-04,297493,11296
B103,2025-05,333721,12228
B103,2025-06,287978,10915
B103,2025-07,281703,9895
B103,2025-08,255639,9120
B103,2025-09,283128,10468
B103,2025-10,289462,10527
B103,2025-11,252631,9576
B103,2025-12,251332,9032
B103,2026-01,231761,8708
B103,2026-02,197016,8106
B103,2026-03,254021,9532
B103,2026-04,240011,9177
B103,2026-05,276530,10496
B103,2026-06,277252,10169
B106,2025-04,24446,20
B106,2025-05,67000,53
B106,2025-06,35085,56
B106,2025-08,21040,0
B106,2025-09,9,0
B106,2025-12,21852,20
B11,2024-09,4385,209
B11,2024-10,103173,3885
B11,2024-11,70992,2695
B11,2024-12,71204,2699
B11,2025-01,88174,3286
B11,2025-02,74728,3184
B11,2025-03,97257,3737
B11,2025-04,85114,3352
B11,2025-05,105420,3852
B11,2025-06,97595,3861
B11,2025-07,89113,3343
B11,2025-08,83937,3215
B11,2025-09,114100,4537
B11,2025-10,108779,4031
B11,2025-11,90753,3671
B11,2025-12,96328,3564
B11,2026-01,89600,3523
B11,2026-02,81639,3521
B11,2026-03,95201,3694
B11,2026-04,89739,3488
B11,2026-05,99332,3909
B11,2026-06,94271,3605
B111,2025-03,4331,206
B111,2025-04,4526,206
B111,2025-05,3450,157
B111,2025-06,3436,164
B111,2025-07,2293,100
B111,2025-08,2791,133
B111,2025-09,1979,90
B111,2025-10,3496,152
B111,2025-11,2907,145
B111,2025-12,2678,116
B111,2026-01,3343,152
B111,2026-02,1818,91
B111,2026-03,3587,163
B111,2026-04,2747,125
B111,2026-05,3605,172
B111,2026-06,2859,130
B12,2024-09,13034,621
B12,2024-10,336367,12269
B12,2024-11,288242,10989
B12,2024-12,273204,10108
B12,2025-01,269641,10036
B12,2025-02,247415,10249
B12,2025-03,289829,11027
B12,2025-04,269646,10380
B12,2025-05,284144,10446
B12,2025-06,268939,10397
B12,2025-07,302131,10858
B12,2025-08,274680,9845
B12,2025-09,298766,11002
B12,2025-10,301460,11103
B12,2025-11,247572,9374
B12,2025-12,252542,9144
B12,2026-01,223775,8400
B12,2026-02,196977,8064
B12,2026-03,241898,9288
B12,2026-04,216902,8397
B12,2026-05,245971,9257
B12,2026-06,260181,9595
B13,2024-09,8184,390
B13,2024-10,192126,7082
B13,2024-11,173204,6694
B13,2024-12,168533,6320
B13,2025-01,170625,6355
B13,2025-02,152731,6445
B13,2025-03,185796,7115
B13,2025-04,182123,6986
B13,2025-05,186960,7034
B13,2025-06,177321,7031
B13,2025-07,178992,6473
B13,2025-08,163304,6021
B13,2025-09,181022,6934
B13,2025-10,181454,6638
B13,2025-11,159297,6283
B13,2025-12,154952,5655
B13,2026-01,144440,5602
B13,2026-02,119263,4956
B13,2026-03,147952,5670
B13,2026-04,150390,5855
B13,2026-05,174025,6775
B13,2026-06,155392,5843
B14,2024-09,6679,318
B14,2024-10,152236,5659
B14,2024-11,132964,5192
B14,2024-12,131213,4961
B14,2025-01,128420,4765
B14,2025-02,111192,4757
B14,2025-03,124464,4766
B14,2025-04,127480,4951
B14,2025-05,131015,4826
B14,2025-06,121759,4738
B14,2025-07,130890,4709
B14,2025-08,121798,4620
B14,2025-09,136675,5200
B14,2025-10,136638,5076
B14,2025-11,115414,4608
B14,2025-12,105876,3918
B14,2026-01,98704,3822
B14,2026-02,75588,3230
B14,2026-03,99554,3883
B14,2026-04,97498,3749
B14,2026-05,111195,4308
B14,2026-06,111277,4138
B15,2024-09,18368,875
B15,2024-10,496406,17295
B15,2024-11,455114,16866
B15,2024-12,410141,14865
B15,2025-01,415398,14728
B15,2025-02,380148,15130
B15,2025-03,429139,15432
B15,2025-04,413598,15085
B15,2025-05,437296,15261
B15,2025-06,428920,15962
B15,2025-07,431320,14929
B15,2025-08,420562,15050
B15,2025-09,442936,15963
B15,2025-10,463412,16468
B15,2025-11,398557,15058
B15,2025-12,394076,13969
B15,2026-01,359193,13358
B15,2026-02,290385,11657
B15,2026-03,328531,11969
B15,2026-04,327744,12034
B15,2026-05,359059,13002
B15,2026-06,378217,13599
B16,2024-09,3607,172
B16,2024-10,67125,2654
B16,2024-11,57768,2384
B16,2024-12,57360,2293
B16,2025-01,52621,2039
B16,2025-02,52712,2340
B16,2025-03,56617,2356
B16,2025-04,64695,2577
B16,2025-05,92857,3797
B16,2025-06,77018,3092
B16,2025-07,52043,1891
B16,2025-08,44866,1683
B16,2025-09,72691,2881
B16,2025-10,86401,3286
B16,2025-11,69851,2971
B16,2025-12,70413,2766
B16,2026-01,66730,2702
B16,2026-02,55384,2406
B16,2026-03,75003,3040
B16,2026-04,72447,2906
B16,2026-05,83242,3384
B16,2026-06,77972,3078
B17,2024-09,9283,442
B17,2024-10,241619,8827
B17,2024-11,225040,8426
B17,2024-12,204601,7492
B17,2025-01,194989,7005
B17,2025-02,179491,7475
B17,2025-03,215412,8100
B17,2025-04,199596,7626
B17,2025-05,205737,7549
B17,2025-06,204930,7799
B17,2025-07,213868,7390
B17,2025-08,203490,7355
B17,2025-09,219457,8264
B17,2025-10,223014,7888
B17,2025-11,193530,7225
B17,2025-12,182532,6434
B17,2026-01,168917,6350
B17,2026-02,143553,5817
B17,2026-03,169267,6222
B17,2026-04,159785,6116
B17,2026-05,174785,6459
B17,2026-06,184517,6766
B2,2024-09,1960,93
B2,2024-10,42649,1600
B2,2024-11,39524,1501
B2,2024-12,34810,1281
B2,2025-01,33518,1278
B2,2025-02,32384,1393
B2,2025-03,40483,1582
B2,2025-04,38547,1491
B2,2025-05,38034,1456
B2,2025-06,35227,1355
B2,2025-07,30212,1073
B2,2025-08,28666,1043
B2,2025-09,32168,1248
B2,2025-10,35399,1298
B2,2025-11,29894,1235
B2,2025-12,33039,1253
B2,2026-01,30142,1163
B2,2026-02,27962,1236
B2,2026-03,26658,1053
B2,2026-04,22809,900
B2,2026-05,25001,960
B2,2026-06,27628,1038
B20,2024-09,8060,384
B20,2024-10,208081,7790
B20,2024-11,182781,7062
B20,2024-12,177147,6680
B20,2025-01,181466,6852
B20,2025-02,161508,6925
B20,2025-03,197636,7844
B20,2025-04,184148,7194
B20,2025-05,195204,7439
B20,2025-06,180071,7169
B20,2025-07,180981,6595
B20,2025-08,162267,6170
B20,2025-09,194927,7551
B20,2025-10,192020,7145
B20,2025-11,163029,6576
B20,2025-12,152078,5768
B20,2026-01,143191,5569
B20,2026-02,113859,4730
B20,2026-03,150501,5929
B20,2026-04,145979,5743
B20,2026-05,167048,6420
B20,2026-06,165211,6345
B24,2024-09,1759,84
B24,2024-10,47896,1714
B24,2024-11,45228,1666
B24,2024-12,41803,1546
B24,2025-01,43851,1592
B24,2025-02,44096,1791
B24,2025-03,51505,1904
B24,2025-04,47466,1770
B24,2025-05,51742,1944
B24,2025-06,51743,1916
B24,2025-07,49217,1722
B24,2025-08,49916,1752
B24,2025-09,49281,1797
B24,2025-10,51859,1822
B24,2025-11,44174,1736
B24,2025-12,42879,1568
B24,2026-01,39985,1482
B24,2026-02,38725,1602
B24,2026-03,45553,1603
B24,2026-04,38525,1467
B24,2026-05,43491,1557
B24,2026-06,41284,1454
B25,2024-09,9012,429
B25,2024-10,205456,7294
B25,2024-11,187278,6924
B25,2024-12,174129,6235
B25,2025-01,170844,6045
B25,2025-02,159688,6449
B25,2025-03,178969,6622
B25,2025-04,173964,6382
B25,2025-05,179412,6414
B25,2025-06,181564,6877
B25,2025-07,191754,6856
B25,2025-08,177292,6254
B25,2025-09,198813,7340
B25,2025-10,187949,6793
B25,2025-11,162641,6173
B25,2025-12,153906,5370
B25,2026-01,137945,5123
B25,2026-02,116178,4640
B25,2026-03,159952,5923
B25,2026-04,166229,6364
B25,2026-05,164880,6231
B25,2026-06,163969,6034
B26,2024-09,7249,345
B26,2024-10,223101,7769
B26,2024-11,207875,7480
B26,2024-12,198050,6929
B26,2025-01,198850,6957
B26,2025-02,181398,7239
B26,2025-03,222688,8085
B26,2025-04,218371,7999
B26,2025-05,228300,8087
B26,2025-06,209527,7873
B26,2025-07,214083,7408
B26,2025-08,205384,7262
B26,2025-09,223045,8164
B26,2025-10,213609,7571
B26,2025-11,193539,7264
B26,2025-12,184078,6592
B26,2026-01,182758,6504
B26,2026-02,142478,5450
B26,2026-03,177579,6512
B26,2026-04,177590,6501
B26,2026-05,201430,7414
B26,2026-06,184211,6452
B3,2024-09,9654,460
B3,2024-10,288295,9786
B3,2024-11,255421,9103
B3,2024-12,245808,8442
B3,2025-01,243041,8285
B3,2025-02,221485,8750
B3,2025-03,254886,9191
B3,2025-04,246606,9094
B3,2025-05,261889,9264
B3,2025-06,241910,8891
B3,2025-07,246567,8645
B3,2025-08,244187,8767
B3,2025-09,248152,8771
B3,2025-10,249937,8472
B3,2025-11,246088,8658
B3,2025-12,229962,7798
B3,2026-01,200640,7106
B3,2026-02,174423,6808
B3,2026-03,218860,7703
B3,2026-04,216628,7924
B3,2026-05,224296,8002
B3,2026-06,228111,8088
B31,2024-09,2381,113
B31,2024-10,54470,2133
B31,2024-11,49589,2023
B31,2024-12,44909,1776
B31,2025-01,40572,1586
B31,2025-02,38981,1747
B31,2025-03,46659,1918
B31,2025-04,45313,1855
B31,2025-05,46951,1863
B31,2025-06,43572,1777
B31,2025-07,41204,1545
B31,2025-08,38208,1556
B31,2025-09,39812,1577
B31,2025-10,46175,1773
B31,2025-11,37170,1617
B31,2025-12,33368,1270
B31,2026-01,36401,1470
B31,2026-02,28999,1274
B31,2026-03,32970,1316
B31,2026-04,31294,1247
B31,2026-05,34580,1382
B31,2026-06,35314,1359
B32,2024-09,629,30
B32,2024-10,19401,717
B32,2024-11,16841,640
B32,2024-12,16085,568
B32,2025-01,17185,563
B32,2025-02,17305,715
B32,2025-03,22051,785
B32,2025-04,21310,824
B32,2025-05,22201,795
B32,2025-06,21599,778
B32,2025-07,22145,701
B32,2025-08,22109,678
B32,2025-09,20397,756
B32,2025-10,24431,813
B32,2025-11,17377,661
B32,2025-12,20560,672
B32,2026-01,17022,616
B32,2026-02,14888,564
B32,2026-03,22123,697
B32,2026-04,19388,680
B32,2026-05,19073,686
B32,2026-06,20133,657
B35,2024-09,15050,717
B35,2024-10,482289,16992
B35,2024-11,431504,15570
B35,2024-12,462472,16834
B35,2025-01,481133,17407
B35,2025-02,416932,17144
B35,2025-03,533038,19987
B35,2025-04,505768,18662
B35,2025-05,571928,20711
B35,2025-06,582935,21973
B35,2025-07,589648,20974
B35,2025-08,465059,17016
B35,2025-09,391334,14146
B35,2025-10,507409,17723
B35,2025-11,474357,17567
B35,2025-12,432788,15811
B35,2026-01,347698,12690
B35,2026-02,294096,12067
B35,2026-03,293917,11035
B35,2026-04,290933,10626
B35,2026-05,281549,10682
B35,2026-06,316636,11658
B36,2024-09,10778,513
B36,2024-10,297081,11145
B36,2024-11,263978,10564
B36,2024-12,251234,9628
B36,2025-01,257857,9819
B36,2025-02,236919,10225
B36,2025-03,275438,10878
B36,2025-04,276331,10864
B36,2025-05,270884,10381
B36,2025-06,249765,10146
B36,2025-07,256779,9429
B36,2025-08,241689,9281
B36,2025-09,277758,10848
B36,2025-10,282558,10643
B36,2025-11,244584,9987
B36,2025-12,244958,9217
B36,2026-01,226039,8736
B36,2026-02,195117,8442
B36,2026-03,238009,9286
B36,2026-04,227954,9007
B36,2026-05,245289,9854
B36,2026-06,245764,9631
B37,2024-09,692,33
B37,2024-10,14759,500
B37,2024-11,16027,626
B37,2024-12,12653,483
B37,2025-01,15708,528
B37,2025-02,14988,652
B37,2025-03,17126,658
B37,2025-04,19102,692
B37,2025-05,23203,840
B37,2025-06,16711,659
B37,2025-07,22450,803
B37,2025-08,22337,812
B37,2025-09,25821,993
B37,2025-10,23777,864
B37,2025-11,20845,807
B37,2025-12,16815,618
B37,2026-01,16171,596
B37,2026-02,14540,576
B37,2026-03,16803,640
B37,2026-04,19526,709
B37,2026-05,24662,903
B37,2026-06,24845,936
B38,2024-09,447,21
B38,2024-10,4890,209
B38,2024-11,11749,447
B38,2024-12,12055,364
B38,2025-01,15081,363
B38,2025-02,24659,330
B38,2025-03,9126,320
B38,2025-04,12845,523
B38,2025-05,9212,339
B38,2025-06,9304,226
B38,2025-07,7365,320
B38,2025-08,18173,691
B38,2025-09,23100,927
B38,2025-10,6741,270
B38,2025-11,18020,797
B38,2025-12,30457,792
B38,2026-01,46550,1357
B38,2026-02,41672,1585
B38,2026-03,24733,995
B38,2026-04,20187,902
B38,2026-05,14152,581
B38,2026-06,20439,867
B39,2024-09,88,4
B39,2024-10,4074,133
B39,2024-11,4731,171
B39,2024-12,2728,93
B39,2025-01,3468,108
B39,2025-02,3704,141
B39,2025-03,5089,173
B39,2025-04,5591,196
B39,2025-05,5449,195
B39,2025-06,4393,160
B39,2025-07,5585,181
B39,2025-08,5944,204
B39,2025-09,5094,168
B39,2025-10,5027,172
B39,2025-11,4079,145
B39,2025-12,3890,127
B39,2026-01,3348,111
B39,2026-02,2821,105
B39,2026-03,3643,130
B39,2026-04,4241,159
B39,2026-05,5016,184
B39,2026-06,4489,147
B4,2024-09,1825,87
B4,2024-10,52253,1939
B4,2024-11,43686,1745
B4,2024-12,47262,1797
B4,2025-01,44726,1632
B4,2025-02,34296,1438
B4,2025-03,52501,2028
B4,2025-04,52237,2004
B4,2025-05,61260,2331
B4,2025-06,58249,2287
B4,2025-07,54184,1984
B4,2025-08,54619,1948
B4,2025-09,63042,2389
B4,2025-10,67596,2460
B4,2025-11,57492,2249
B4,2025-12,53641,1944
B4,2026-01,45963,1713
B4,2026-02,44413,1879
B4,2026-03,58269,2272
B4,2026-04,52983,2081
B4,2026-05,55232,2095
B4,2026-06,60443,2351
B41,2024-09,23532,1121
B41,2024-10,663113,23185
B41,2024-11,563400,21002
B41,2024-12,542213,19595
B41,2025-01,534331,18892
B41,2025-02,475069,19213
B41,2025-03,557921,20885
B41,2025-04,549833,20396
B41,2025-05,555180,20092
B41,2025-06,533167,20088
B41,2025-07,505228,17885
B41,2025-08,489816,17556
B41,2025-09,462321,17125
B41,2025-10,470849,16716
B41,2025-11,421155,15607
B41,2025-12,413790,14478
B41,2026-01,357198,13134
B41,2026-02,307009,12469
B41,2026-03,396300,14311
B41,2026-04,370601,13922
B41,2026-05,380901,14164
B41,2026-06,391469,14162
B42,2024-09,4686,223
B42,2024-10,147643,5530
B42,2024-11,104112,4196
B42,2024-12,115332,4611
B42,2025-01,114426,4241
B42,2025-02,107291,4540
B42,2025-03,117730,4589
B42,2025-04,103692,4006
B42,2025-05,116110,4389
B42,2025-06,110962,4375
B42,2025-07,117785,4331
B42,2025-08,104296,3982
B42,2025-09,121581,4705
B42,2025-10,125712,4862
B42,2025-11,98683,4097
B42,2025-12,97828,3652
B42,2026-01,94750,3694
B42,2026-02,81444,3544
B42,2026-03,96044,3726
B42,2026-04,77032,3034
B42,2026-05,91888,3675
B42,2026-06,100355,3813
B43,2024-09,2833,135
B43,2024-10,70003,2600
B43,2024-11,72443,2753
B43,2024-12,66074,2409
B43,2025-01,77044,2858
B43,2025-02,63907,2691
B43,2025-03,78385,2968
B43,2025-04,82387,3086
B43,2025-05,103581,3937
B43,2025-06,98672,3847
B43,2025-07,86877,3100
B43,2025-08,82295,3012
B43,2025-09,94420,3458
B43,2025-10,102859,3592
B43,2025-11,85711,3336
B43,2025-12,80329,2844
B43,2026-01,75227,2848
B43,2026-02,62174,2541
B43,2026-03,70272,2460
B43,2026-04,84434,3195
B43,2026-05,94291,3788
B43,2026-06,100774,3899
B44,2024-09,14025,668
B44,2024-10,406149,14304
B44,2024-11,346176,12638
B44,2024-12,322582,11591
B44,2025-01,331294,11778
B44,2025-02,308061,12399
B44,2025-03,366182,13264
B44,2025-04,343313,12734
B44,2025-05,372911,13377
B44,2025-06,336138,12407
B44,2025-07,320992,11059
B44,2025-08,298024,10398
B44,2025-09,287121,10348
B44,2025-10,310222,10993
B44,2025-11,270327,9963
B44,2025-12,263670,9181
B44,2026-01,225770,8158
B44,2026-02,187537,7542
B44,2026-03,249262,9116
B44,2026-04,227183,8498
B44,2026-05,258813,9355
B44,2026-06,269862,9695
B44+,2024-09,15374,732
B44+,2024-10,443077,16221
B44+,2024-11,400840,15338
B44+,2024-12,366705,13714
B44+,2025-01,368668,13523
B44+,2025-02,342418,14182
B44+,2025-03,368447,14186
B44+,2025-04,348531,13412
B44+,2025-05,360356,13420
B44+,2025-06,354074,13445
B44+,2025-07,383768,13846
B44+,2025-08,340742,12867
B44+,2025-09,332490,12551
B44+,2025-10,379049,13843
B44+,2025-11,354619,13927
B44+,2025-12,342196,12374
B44+,2026-01,280448,10620
B44+,2026-02,217101,9006
B44+,2026-03,276826,10409
B44+,2026-04,264491,10205
B44+,2026-05,289883,11119
B44+,2026-06,291507,11130
B45,2024-09,4358,208
B45,2024-10,105825,3941
B45,2024-11,93262,3609
B45,2024-12,86687,3229
B45,2025-01,84124,3078
B45,2025-02,77155,3281
B45,2025-03,97170,3806
B45,2025-04,88052,3391
B45,2025-05,96741,3602
B45,2025-06,90867,3505
B45,2025-07,108816,4019
B45,2025-08,90807,3538
B45,2025-09,102973,3704
B45,2025-10,99224,3702
B45,2025-11,82868,3301
B45,2025-12,82664,3069
B45,2026-01,72130,2767
B45,2026-02,61993,2618
B45,2026-03,84288,3230
B45,2026-04,78252,3073
B45,2026-05,78550,3078
B45,2026-06,83207,3197
B46,2024-09,15075,718
B46,2024-10,453258,15744
B46,2024-11,409092,14721
B46,2024-12,390047,13656
B46,2025-01,370355,12805
B46,2025-02,350010,13483
B46,2025-03,412089,14692
B46,2025-04,383942,13579
B46,2025-05,417747,14319
B46,2025-06,400865,14396
B46,2025-07,384399,12870
B46,2025-08,376742,12877
B46,2025-09,344222,11998
B46,2025-10,354296,12129
B46,2025-11,308798,11492
B46,2025-12,314433,11004
B46,2026-01,282146,10104
B46,2026-02,240075,9485
B46,2026-03,276877,9934
B46,2026-04,261972,9703
B46,2026-05,285895,10285
B46,2026-06,318958,11248
B46+,2024-09,20785,990
B46+,2024-10,538370,19552
B46+,2024-11,456658,17478
B46+,2024-12,478267,17855
B46+,2025-01,437214,16134
B46+,2025-02,391020,16150
B46+,2025-03,426725,16271
B46+,2025-04,431976,16403
B46+,2025-05,450512,16674
B46+,2025-06,466323,17877
B46+,2025-07,481878,17465
B46+,2025-08,417123,15463
B46+,2025-09,416034,15901
B46+,2025-10,467623,17207
B46+,2025-11,433734,16812
B46+,2025-12,404897,14956
B46+,2026-01,341636,12938
B46+,2026-02,272550,11149
B46+,2026-03,335756,12723
B46+,2026-04,321314,12446
B46+,2026-05,348470,13275
B46+,2026-06,356743,13155
B47,2024-09,10011,477
B47,2024-10,261112,9659
B47,2024-11,241693,9279
B47,2024-12,224301,8288
B47,2025-01,224913,8234
B47,2025-02,207047,8618
B47,2025-03,249208,9540
B47,2025-04,246603,9277
B47,2025-05,264392,9646
B47,2025-06,236851,9028
B47,2025-07,254458,9114
B47,2025-08,237853,8699
B47,2025-09,260064,9835
B47,2025-10,271919,10010
B47,2025-11,242800,9486
B47,2025-12,238306,8737
B47,2026-01,224903,8502
B47,2026-02,195636,8315
B47,2026-03,232531,8854
B47,2026-04,215286,8255
B47,2026-05,239860,9175
B47,2026-06,231260,8746
B48,2024-09,1937,92
B48,2024-10,72919,2586
B48,2024-11,62552,2348
B48,2024-12,59509,2226
B48,2025-01,61850,2201
B48,2025-02,59483,2371
B48,2025-03,69752,2601
B48,2025-04,65722,2400
B48,2025-05,74537,2633
B48,2025-06,65120,2446
B48,2025-07,71418,2428
B48,2025-08,62931,2089
B48,2025-09,66503,2474
B48,2025-10,69599,2485
B48,2025-11,55640,2175
B48,2025-12,54071,1894
B48,2026-01,54545,1967
B48,2026-02,44821,1809
B48,2026-03,59804,2069
B48,2026-04,57086,2067
B48,2026-05,57186,2096
B48,2026-06,54334,1882
B49,2024-09,11681,556
B49,2024-10,265749,9857
B49,2024-11,226608,9046
B49,2024-12,209978,8183
B49,2025-01,202737,7587
B49,2025-02,191202,8256
B49,2025-03,240170,9444
B49,2025-04,228272,8999
B49,2025-05,235307,9060
B49,2025-06,211969,8379
B49,2025-07,215408,7894
B49,2025-08,180108,6804
B49,2025-09,194564,7419
B49,2025-10,202116,7587
B49,2025-11,187777,7546
B49,2025-12,170080,6310
B49,2026-01,150876,5899
B49,2026-02,131671,5594
B49,2026-03,184363,7211
B49,2026-04,163899,6415
B49,2026-05,158582,6295
B49,2026-06,170094,6493
B52,2024-09,11198,533
B52,2024-10,285213,10083
B52,2024-11,243613,9014
B52,2024-12,233488,8627
B52,2025-01,263034,9515
B52,2025-02,238700,9790
B52,2025-03,282223,10582
B52,2025-04,258360,9604
B52,2025-05,274915,9889
B52,2025-06,252004,9573
B52,2025-07,258516,9096
B52,2025-08,234469,8359
B52,2025-09,260836,9738
B52,2025-10,266999,9593
B52,2025-11,230877,8999
B52,2025-12,222345,8059
B52,2026-01,224011,8146
B52,2026-02,180966,7213
B52,2026-03,212391,7929
B52,2026-04,204035,7567
B52,2026-05,224536,8302
B52,2026-06,215736,7869
B54,2024-09,8147,388
B54,2024-10,233550,8443
B54,2024-11,197326,7620
B54,2024-12,198170,7503
B54,2025-01,204081,7524
B54,2025-02,195929,8181
B54,2025-03,212029,8147
B54,2025-04,199771,7642
B54,2025-05,205704,7549
B54,2025-06,189173,7478
B54,2025-07,185046,6712
B54,2025-08,168145,6142
B54,2025-09,183640,6967
B54,2025-10,189358,7004
B54,2025-11,158407,6546
B54,2025-12,163729,6112
B54,2026-01,158752,6092
B54,2026-02,130797,5503
B54,2026-03,158600,6074
B54,2026-04,147369,5721
B54,2026-05,165863,6381
B54,2026-06,150306,5780
B57,2024-09,6694,319
B57,2024-10,183489,6315
B57,2024-11,168344,6124
B57,2024-12,153261,5517
B57,2025-01,150642,5356
B57,2025-02,150978,6001
B57,2025-03,167152,6159
B57,2025-04,158173,5821
B57,2025-05,169180,5931
B57,2025-06,155820,5773
B57,2025-07,171441,5720
B57,2025-08,157972,5607
B57,2025-09,152172,5640
B57,2025-10,152032,5444
B57,2025-11,129534,5166
B57,2025-12,126997,4544
B57,2026-01,131925,4821
B57,2026-02,113126,4419
B57,2026-03,138329,5162
B57,2026-04,123005,4606
B57,2026-05,134450,5161
B57,2026-06,129513,4667
B6,2024-09,37118,1768
B6,2024-10,956179,34801
B6,2024-11,836215,32170
B6,2024-12,802258,29890
B6,2025-01,812383,29302
B6,2025-02,752517,31467
B6,2025-03,921215,34743
B6,2025-04,825809,31365
B6,2025-05,879975,32639
B6,2025-06,784720,29762
B6,2025-07,714751,25144
B6,2025-08,704746,24823
B6,2025-09,838361,31386
B6,2025-10,857700,31585
B6,2025-11,772004,30141
B6,2025-12,726936,26408
B6,2026-01,676730,25339
B6,2026-02,601319,24541
B6,2026-03,719361,27420
B6,2026-04,666709,25649
B6,2026-05,756506,29380
B6,2026-06,747568,27848
B60,2024-09,9590,457
B60,2024-10,244083,9144
B60,2024-11,224079,8440
B60,2024-12,203876,7584
B60,2025-01,212219,7909
B60,2025-02,204784,8708
B60,2025-03,238175,9378
B60,2025-04,227826,8748
B60,2025-05,236705,8880
B60,2025-06,228999,8945
B60,2025-07,245533,8795
B60,2025-08,228492,8562
B60,2025-09,257844,9988
B60,2025-10,272008,10031
B60,2025-11,224750,8971
B60,2025-12,206781,7768
B60,2026-01,212106,8172
B60,2026-02,167009,6884
B60,2026-03,207938,7938
B60,2026-04,195119,7528
B60,2026-05,223756,8541
B60,2026-06,209439,8054
B61,2024-09,2120,101
B61,2024-10,70994,2451
B61,2024-11,62905,2234
B61,2024-12,59453,2194
B61,2025-01,59715,2184
B61,2025-02,53644,2090
B61,2025-03,61782,2151
B61,2025-04,70540,2634
B61,2025-05,82625,2781
B61,2025-06,77806,2771
B61,2025-07,89375,3115
B61,2025-08,86477,2969
B61,2025-09,93068,3459
B61,2025-10,95142,3295
B61,2025-11,86901,3280
B61,2025-12,76782,2755
B61,2026-01,74766,2836
B61,2026-02,63544,2560
B61,2026-03,67149,2458
B61,2026-04,75625,2711
B61,2026-05,89114,3219
B61,2026-06,85462,3184
B62,2024-09,5922,282
B62,2024-10,162665,5579
B62,2024-11,147108,5338
B62,2024-12,134421,4618
B62,2025-01,150891,5292
B62,2025-02,140424,5553
B62,2025-03,156105,5588
B62,2025-04,148908,5392
B62,2025-05,159851,5597
B62,2025-06,147788,5249
B62,2025-07,149503,4913
B62,2025-08,148504,4606
B62,2025-09,163886,5749
B62,2025-10,187530,6379
B62,2025-11,151999,5695
B62,2025-12,158736,5321
B62,2026-01,151710,5351
B62,2026-02,139138,5385
B62,2026-03,166379,5519
B62,2026-04,149896,5337
B62,2026-05,165191,5998
B62,2026-06,168427,5816
B63,2024-09,3601,171
B63,2024-10,105378,3741
B63,2024-11,80480,2921
B63,2024-12,82285,2892
B63,2025-01,80067,2797
B63,2025-02,76425,3034
B63,2025-03,104340,3910
B63,2025-04,110701,4000
B63,2025-05,129425,4339
B63,2025-06,119540,4446
B63,2025-07,130048,4201
B63,2025-08,126906,4431
B63,2025-09,118454,4191
B63,2025-10,130829,4552
B63,2025-11,110232,4057
B63,2025-12,102294,3548
B63,2026-01,88548,2998
B63,2026-02,71513,2617
B63,2026-03,97623,3507
B63,2026-04,108741,3929
B63,2026-05,114149,3991
B63,2026-06,125752,4489
B64,2024-09,5925,282
B64,2024-10,146865,5340
B64,2024-11,126208,4791
B64,2024-12,119563,4400
B64,2025-01,126385,4598
B64,2025-02,114756,4612
B64,2025-03,139549,5284
B64,2025-04,132091,5026
B64,2025-05,143818,5160
B64,2025-06,132645,4872
B64,2025-07,125904,4350
B64,2025-08,112649,3811
B64,2025-09,136193,5070
B64,2025-10,136234,4861
B64,2025-11,122157,4654
B64,2025-12,124746,4502
B64,2026-01,106170,3926
B64,2026-02,82692,3368
B64,2026-03,118190,4421
B64,2026-04,112027,4220
B64,2026-05,124727,4711
B64,2026-06,126204,4499
B65,2024-09,3592,171
B65,2024-10,79345,2747
B65,2024-11,67990,2425
B65,2024-12,66553,2377
B65,2025-01,64053,2182
B65,2025-02,59722,2330
B65,2025-03,66563,2340
B65,2025-04,60369,2144
B65,2025-05,63928,2153
B65,2025-06,60327,2090
B65,2025-07,61669,2069
B65,2025-08,59095,2011
B65,2025-09,71364,2461
B65,2025-10,70782,2415
B65,2025-11,62517,2239
